BirdID,Transponder,Code 
253,00079D5182,253
332,0007AC60AD,332
730,0007AC3EDE,730
548,0007AC2039,548
581,0007ABB698,581
623,0007AB9DDE,623
698,0007B01AEF,698
324,0007AC386F,324
719,000783A448,719
594,0007B01CE3,594
714,0007839667,714
527,0007ACE488,527
395,0007AC388E,395
