BirdID,Cohort,Sex
260,2010,0
378,2013,0
540,2013,0
546,2013,0
608,2014,0
630,2014,0
653,2014,0
703,2014,0
325,2007,1
503,2013,1
536,2013,1
603,2014,1
649,2014,1
652,2014,1
716,2014,1
