BirdID,Cohort,Sex
678,2018,1
575,2013,1
278,2010,1
254,2010,1
541,2014,1
562,2013,1
649,2014,1
268,2010,1
631,2014,1
266,2010,0
573,2014,0
293,2010,0
331,2012,0
347,2012,0
599,2013,0
596,2013,0
598,2013,0
660,2014,0
589,2013,0
604,2014,0
