Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
9995;09-02-2019;08:18:16;40;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
9996;09-02-2019;08:18:17;40;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
9997;09-02-2019;08:18:17;40;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
9998;09-02-2019;08:18:19;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
9999;09-02-2019;08:18:20;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10000;09-02-2019;08:18:20;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10001;09-02-2019;08:18:20;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10002;09-02-2019;08:18:21;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10003;09-02-2019;08:18:21;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10004;09-02-2019;08:18:22;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10005;09-02-2019;08:18:22;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10006;09-02-2019;08:18:23;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10007;09-02-2019;08:18:23;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10008;09-02-2019;08:18:24;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10009;09-02-2019;08:18:25;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10010;09-02-2019;08:18:25;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10011;09-02-2019;08:20:17;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10012;09-02-2019;08:20:17;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10013;09-02-2019;08:20:18;30;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10014;09-02-2019;08:20:19;40;-;Trovan Unique;0007ACE29F;-;00000000;00000000;-;""
10015;09-02-2019;08:20:38;40;-;Trovan Unique;0007ACD237;-;00000000;00000000;-;""
10016;09-02-2019;08:20:39;40;-;Trovan Unique;0007ACD237;-;00000000;00000000;-;""
10017;09-02-2019;08:20:40;40;-;Trovan Unique;0007ACD237;-;00000000;00000000;-;""
10018;09-02-2019;08:21:26;40;-;Trovan Unique;0007ACD237;-;00000000;00000000;-;""
10019;09-02-2019;08:21:27;40;-;Trovan Unique;0007ACD237;-;00000000;00000000;-;""
10020;09-02-2019;08:21:28;30;-;Trovan Unique;0007ACD237;-;00000000;00000000;-;""
10021;09-02-2019;08:21:29;30;-;Trovan Unique;0007ACD237;-;00000000;00000000;-;""
10022;09-02-2019;08:21:51;40;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10023;09-02-2019;08:22:03;40;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10024;09-02-2019;08:22:04;40;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10025;09-02-2019;08:22:04;40;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10026;09-02-2019;08:22:05;40;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10027;09-02-2019;08:22:06;40;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10028;09-02-2019;08:22:41;40;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10029;09-02-2019;08:22:42;40;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10030;09-02-2019;08:22:43;40;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10031;09-02-2019;08:22:45;30;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10032;09-02-2019;08:22:45;30;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10033;09-02-2019;08:22:55;40;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10034;09-02-2019;08:22:56;40;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10035;09-02-2019;08:22:57;40;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10036;09-02-2019;08:23:05;40;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10037;09-02-2019;08:23:05;40;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10038;09-02-2019;08:23:06;40;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10039;09-02-2019;08:23:07;40;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10040;09-02-2019;08:23:08;40;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10041;09-02-2019;08:23:09;30;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10042;09-02-2019;08:23:10;30;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10043;09-02-2019;08:23:10;20;-;Trovan Unique;0007ACD237;-;00000000;00000000;-;""
10044;09-02-2019;08:23:11;20;-;Trovan Unique;0007ACD237;-;00000000;00000000;-;""
10045;09-02-2019;08:23:12;10;-;Trovan Unique;0007ACD237;-;00000000;00000000;-;""
10046;09-02-2019;08:23:19;40;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10047;09-02-2019;08:23:20;30;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10048;09-02-2019;08:23:21;30;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10049;09-02-2019;08:23:56;20;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10050;09-02-2019;08:23:56;10;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10051;09-02-2019;08:25:31;20;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10052;09-02-2019;08:25:31;20;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10053;09-02-2019;08:25:33;10;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10054;09-02-2019;08:25:34;10;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10055;09-02-2019;08:26:58;20;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10056;09-02-2019;08:26:58;20;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10057;09-02-2019;08:26:59;20;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10058;09-02-2019;08:27:00;20;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10059;09-02-2019;08:27:00;20;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10060;09-02-2019;08:27:00;20;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10061;09-02-2019;08:27:01;20;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10062;09-02-2019;08:27:02;10;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10063;09-02-2019;08:27:02;10;-;Trovan Unique;0007AFDEF4;-;00000000;00000000;-;""
10064;09-02-2019;08:27:53;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10065;09-02-2019;08:27:54;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10066;09-02-2019;08:28:11;40;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10067;09-02-2019;08:28:12;40;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10068;09-02-2019;08:28:13;40;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10069;09-02-2019;08:28:14;40;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10070;09-02-2019;08:28:14;40;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10071;09-02-2019;08:28:14;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10072;09-02-2019;08:28:15;40;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10073;09-02-2019;08:28:15;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10074;09-02-2019;08:28:15;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10075;09-02-2019;08:28:15;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10076;09-02-2019;08:28:16;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10077;09-02-2019;08:28:16;30;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10078;09-02-2019;08:28:16;20;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10079;09-02-2019;08:28:17;30;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10080;09-02-2019;08:29:43;30;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10081;09-02-2019;08:29:43;30;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10082;09-02-2019;08:29:44;30;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10083;09-02-2019;08:29:45;30;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10084;09-02-2019;08:29:45;30;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10085;09-02-2019;08:29:45;30;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10086;09-02-2019;08:29:46;30;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10087;09-02-2019;08:29:46;30;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10088;09-02-2019;08:29:48;40;-;Trovan Unique;0007839C52;-;00000000;00000000;-;""
10089;09-02-2019;08:30:08;40;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10090;09-02-2019;08:30:09;40;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10091;09-02-2019;08:30:09;40;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10092;09-02-2019;08:30:10;30;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10093;09-02-2019;08:30:16;30;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10094;09-02-2019;08:30:24;30;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10095;09-02-2019;08:30:25;30;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10096;09-02-2019;08:30:25;20;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10097;09-02-2019;08:30:26;20;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10098;09-02-2019;08:30:27;40;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10099;09-02-2019;08:30:27;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10100;09-02-2019;08:30:27;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
10101;09-02-2019;08:30:56;40;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10102;09-02-2019;08:30:57;40;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10103;09-02-2019;08:30:57;40;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10104;09-02-2019;08:31:06;40;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10105;09-02-2019;08:31:16;40;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10106;09-02-2019;08:31:16;30;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10107;09-02-2019;08:31:55;40;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10108;09-02-2019;08:31:56;40;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10109;09-02-2019;08:31:57;30;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10110;09-02-2019;08:31:57;30;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10111;09-02-2019;08:31:58;30;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10112;09-02-2019;08:32:12;20;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10113;09-02-2019;08:32:12;20;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10114;09-02-2019;08:32:13;10;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10115;09-02-2019;08:32:13;10;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10116;09-02-2019;08:32:53;20;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10117;09-02-2019;08:32:54;10;-;Trovan Unique;0007AFE407;-;00000000;00000000;-;""
10118;09-02-2019;08:38:18;10;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10119;09-02-2019;08:38:18;10;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10120;09-02-2019;08:38:19;10;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10121;09-02-2019;08:38:19;10;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10122;09-02-2019;08:38:19;10;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10123;09-02-2019;08:38:21;20;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10124;09-02-2019;08:38:21;20;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10125;09-02-2019;08:39:18;20;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10126;09-02-2019;08:39:19;10;-;Trovan Unique;000783D215;-;00000000;00000000;-;""
10127;09-02-2019;08:39:20;20;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10128;09-02-2019;08:39:23;30;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10129;09-02-2019;08:39:24;30;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10130;09-02-2019;08:39:28;30;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10131;09-02-2019;08:39:29;40;-;Trovan Unique;00078397BE;-;00000000;00000000;-;""
10132;09-02-2019;08:41:31;10;-;Trovan Unique;000783B3B0;-;00000000;00000000;-;""
10133;09-02-2019;08:41:33;10;-;Trovan Unique;000783B3B0;-;00000000;00000000;-;""
10134;09-02-2019;08:41:33;20;-;Trovan Unique;000783B3B0;-;00000000;00000000;-;""
10135;09-02-2019;08:41:59;20;-;Trovan Unique;000783B3B0;-;00000000;00000000;-;""
10136;09-02-2019;08:42:00;10;-;Trovan Unique;000783B3B0;-;00000000;00000000;-;""
10137;09-02-2019;09:07:16;10;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10138;09-02-2019;09:07:16;10;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10139;09-02-2019;09:07:17;10;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10140;09-02-2019;09:07:17;20;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10141;09-02-2019;09:07:34;20;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10142;09-02-2019;09:07:34;20;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10143;09-02-2019;09:07:34;20;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10144;09-02-2019;09:07:40;20;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10145;09-02-2019;09:07:40;20;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10146;09-02-2019;09:07:41;20;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10147;09-02-2019;09:07:41;10;-;Trovan Unique;000783D215;-;00000000;00000000;-;""
10148;09-02-2019;09:07:41;20;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10149;09-02-2019;09:07:42;10;-;Trovan Unique;0007ABAE1D;-;00000000;00000000;-;""
10150;09-02-2019;09:08:08;40;-;Trovan Unique;0007ACC752;-;00000000;00000000;-;""
10151;09-02-2019;09:08:08;10;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10152;09-02-2019;09:08:08;10;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10153;09-02-2019;09:08:08;10;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10154;09-02-2019;09:08:08;10;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10155;09-02-2019;09:08:09;20;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10156;09-02-2019;09:08:33;30;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10157;09-02-2019;09:08:33;30;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10158;09-02-2019;09:08:34;30;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10159;09-02-2019;09:08:34;30;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10160;09-02-2019;09:08:35;40;-;Trovan Unique;000783D215;-;00000000;00000000;-;""
10161;09-02-2019;09:08:36;30;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10162;09-02-2019;09:08:37;30;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10163;09-02-2019;09:08:37;40;-;Trovan Unique;000783D215;-;00000000;00000000;-;""
10164;09-02-2019;09:08:38;40;-;Trovan Unique;0007ACC7F7;-;00000000;00000000;-;""
10165;09-02-2019;09:09:08;40;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10166;09-02-2019;09:09:09;40;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10167;09-02-2019;09:09:10;30;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10168;09-02-2019;09:09:37;30;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10169;09-02-2019;09:09:38;30;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10170;09-02-2019;09:09:38;30;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10171;09-02-2019;09:09:39;30;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10172;09-02-2019;09:09:40;30;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10173;09-02-2019;09:09:40;40;-;Trovan Unique;000783D215;-;00000000;00000000;-;""
10174;09-02-2019;09:09:40;30;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10175;09-02-2019;09:09:40;40;-;Trovan Unique;000783D215;-;00000000;00000000;-;""
10176;09-02-2019;09:09:41;30;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10177;09-02-2019;09:09:41;30;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10178;09-02-2019;09:09:42;30;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
10179;09-02-2019;09:09:43;40;-;Trovan Unique;0007AC6326;-;00000000;00000000;-;""
