Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1280;15-11-2018;07:09:45;40;-;Trovan Unique;000783A448;-;00000000;00000000;-;""
1281;15-11-2018;07:09:46;40;-;Trovan Unique;000783A448;-;00000000;00000000;-;""
1282;15-11-2018;07:09:47;40;-;Trovan Unique;000783A448;-;00000000;00000000;-;""
1283;15-11-2018;07:09:48;30;-;Trovan Unique;000783A448;-;00000000;00000000;-;""
1284;15-11-2018;07:09:48;30;-;Trovan Unique;000783A448;-;00000000;00000000;-;""
1285;15-11-2018;07:10:12;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1286;15-11-2018;07:10:14;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1287;15-11-2018;07:10:14;10;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
1288;15-11-2018;07:10:15;10;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
1289;15-11-2018;07:10:15;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1290;15-11-2018;07:10:15;10;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
1291;15-11-2018;07:10:15;10;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
1292;15-11-2018;07:10:16;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1293;15-11-2018;07:10:17;20;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
1294;15-11-2018;07:10:17;20;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
1295;15-11-2018;07:10:17;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1296;15-11-2018;07:10:18;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1297;15-11-2018;07:10:19;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1298;15-11-2018;07:10:19;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1299;15-11-2018;07:10:20;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1300;15-11-2018;07:10:21;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1301;15-11-2018;07:10:21;30;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1302;15-11-2018;07:10:37;30;-;Trovan Unique;000783A448;-;00000000;00000000;-;""
1303;15-11-2018;07:10:38;30;-;Trovan Unique;000783A448;-;00000000;00000000;-;""
1304;15-11-2018;07:10:40;40;-;Trovan Unique;000783A448;-;00000000;00000000;-;""
1305;15-11-2018;07:10:40;40;-;Trovan Unique;000783A448;-;00000000;00000000;-;""
1306;15-11-2018;07:10:54;30;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1307;15-11-2018;07:10:54;30;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1308;15-11-2018;07:10:55;30;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1309;15-11-2018;07:10:55;30;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1310;15-11-2018;07:10:57;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1311;15-11-2018;07:10:57;40;-;Trovan Unique;0007B0493E;-;00000000;00000000;-;""
1312;15-11-2018;07:12:04;30;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
1313;15-11-2018;07:12:05;30;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
1314;15-11-2018;07:12:06;40;-;Trovan Unique;0007ACD192;-;00000000;00000000;-;""
1315;15-11-2018;07:18:08;10;-;Trovan Unique;00079D5182;-;00000000;00000000;-;""
1316;15-11-2018;07:18:08;10;-;Trovan Unique;00079D5182;-;00000000;00000000;-;""
1317;15-11-2018;07:18:09;10;-;Trovan Unique;00079D5182;-;00000000;00000000;-;""
1318;15-11-2018;07:18:09;10;-;Trovan Unique;00079D5182;-;00000000;00000000;-;""
1319;15-11-2018;07:18:09;10;-;Trovan Unique;00079D5182;-;00000000;00000000;-;""
