BirdID,Transponder,Code 
712,0007B0493E,712
609,00079D4DD3,609
250,000783A8B7,250
718,0007ACD286,718
617,000783C8E4,617
694,0007B0F2C5,694
655,0007AC92A2,655
317,000783C25E,317
650,0007ACB9B7,650
346,000783C04D,346
528,0007ACD192,528
682,00078394D9,682
320,0007B04C31,320
625,0007838EE2,625
