BirdID,Cohort,Sex
395,2013,0
527,2013,0
578,2013,0
598,2013,0
604,2014,0
635,2014,0
660,2014,0
727,2014,0
513,2013,1
544,2013,1
562,2013,1
572,2013,1
585,2013,1
641,2014,1
655,2014,1
706,2014,1
709,2014,1
711,2014,1
