BirdID,Cohort,Sex
666,2017,1
665,2014,1
699,2014,1
706,2014,1
709,2014,1
716,2014,1
728,2014,0
583,2014,0
683,2014,0
707,2014,0
691,2014,0
723,2014,0
727,2014,0
630,2014,0
703,2014,0
