Code ,BirdID
666,RR/MR
665,WW/MW
699,EE/ME
706,VY/MX
709,CC/MD
716,YV/YM
728,LP/MP
583,OO/MO
683,BB/DM
707,CM/NN
691,XX/MX
723,CC/CM
727,PP/MP
630,EE/EM
703,DD/DM
