Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
1395;18-02-2019;08:36:47;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1396;18-02-2019;08:36:47;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1397;18-02-2019;08:36:47;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1398;18-02-2019;08:36:47;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1399;18-02-2019;08:36:48;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1400;18-02-2019;08:36:50;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1401;18-02-2019;08:36:51;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1402;18-02-2019;08:37:39;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1403;18-02-2019;08:37:40;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1404;18-02-2019;08:37:41;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1405;18-02-2019;08:37:41;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1406;18-02-2019;08:37:42;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1407;18-02-2019;08:39:54;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1408;18-02-2019;08:39:54;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1409;18-02-2019;08:39:55;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1410;18-02-2019;08:39:55;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1411;18-02-2019;08:40:42;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1412;18-02-2019;08:40:42;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1413;18-02-2019;08:40:43;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1414;18-02-2019;08:40:43;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1415;18-02-2019;08:40:43;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1416;18-02-2019;08:40:45;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1417;18-02-2019;08:40:46;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1418;18-02-2019;08:41:41;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1419;18-02-2019;08:41:42;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1420;18-02-2019;08:41:43;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1421;18-02-2019;08:41:44;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1422;18-02-2019;08:51:49;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1423;18-02-2019;08:51:49;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1424;18-02-2019;08:51:50;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1425;18-02-2019;08:51:51;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1426;18-02-2019;08:51:51;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1427;18-02-2019;08:55:10;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1428;18-02-2019;08:55:12;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1429;18-02-2019;08:55:12;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1430;18-02-2019;08:55:12;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1431;18-02-2019;08:55:13;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1432;18-02-2019;08:55:13;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1433;18-02-2019;08:56:38;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1434;18-02-2019;08:56:39;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1435;18-02-2019;08:56:39;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1436;18-02-2019;09:06:34;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1437;18-02-2019;09:06:35;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1438;18-02-2019;09:06:36;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1439;18-02-2019;09:06:36;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1440;18-02-2019;09:06:36;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1441;18-02-2019;09:06:37;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1442;18-02-2019;09:08:10;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1443;18-02-2019;09:08:10;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1444;18-02-2019;09:08:10;20;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1445;18-02-2019;09:08:11;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1446;18-02-2019;09:08:12;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1447;18-02-2019;09:17:48;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1448;18-02-2019;09:17:49;40;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1449;18-02-2019;09:18:33;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1450;18-02-2019;09:18:33;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
1451;18-02-2019;09:18:34;10;-;Trovan Unique;0007AC60AD;-;00000000;00000000;-;""
