BirdID,Cohort,Sex
320,2012,0
384,2013,0
398,2013,0
510,2013,0
532,2013,0
556,2013,0
596,2013,0
599,2013,0
625,2014,0
647,2014,0
717,2014,0
723,2014,0
393,2013,1
516,2013,1
541,2014,1
548,2013,1
616,2014,1
623,2014,1
687,2014,1
694,2014,1
698,2014,1
581,2013,1
2,2018,0
