BirdID,Transponder,Code 
293,0007ABAE1D,293
331,0007ACC7F7,331
394,0007B0C693,394
524,0007ACBDD4,524
571,0007ACBA9A,571
586,0007ABAFBF,586
589,0007ACE29F,589
594,0007B01CE3,594
600,0007ABFA43,600
658,0007AFDEF7,658
254,00078397BE,254
255,0007B04908,255
278,0007ACD237,278
284,0007AC9993,284
505,0007B0FBF8,505
549,000783BFB7,549
642,000783B4F3,642
718,0007ACD286,718
730,0007AC3EDE,730
