BirdID,Transponder,Code 
347,0007ACC752,347
490,00079D5009,490
517,0007AC2B31,517
584,0007839293,584
691,0007B045D8,691
714,0007839667,714
258,0007B0C85F,258
268,0007AFDEF4,268
298,0007ABAEC7,298
519,000783E0B3,519
617,000783C8E4,617
628,0007B015D8,628
631,000783A3D1,631
665,0007AC512E,665
699,0007B046BA,699
