BirdID,Cohort,Sex
659,2014,1
549,2013,1
642,2014,1
519,2013,1
255,2010,1
652,2014,1
334,2012,0
605,2014,0
629,2014,0
633,2014,0
654,2014,0
394,2013,0
658,2014,0
635,2014,0
608,2014,0
