BirdID,Transponder,Code 
659,0007ABD4C1,659
549,000783BFB7,549
642,000783B4F3,642
519,000783E0B3,519
255,0007B04908,255
652,00078395C8,652
334,0007AFE135,334
605,0007AC2770,605
629,0007AC80C0,629
633,0007839A20,633
654,0007B017A6,654
394,0007B0C693,394
658,0007AFDEF7,658
635,0007ABB40D,635
608,0007AC208D,608
