BirdID,Transponder,Code 
266,0007B0FC21,266
317,000783C25E,317
322,0007ACC242,322
324,0007AC386F,324
334,0007AFE135,334
342,0007ABFB5E,342
381,0007AC5FD7,381
383,000783ABE8,383
501,0007B0EFB4,501
506,0007B0F51D,506
508,0007B0F2B3,508
605,0007AC2770,605
629,0007AC80C0,629
633,0007839A20,633
640,0007ACA9A5,640
645,0007AC5F96,645
650,0007ACB9B7,650
654,0007B017A6,654
692,0007B047D1,692
728,000783E51D,728
678,000783EF84,678
