BirdID,Cohort,Sex
266,2010,0
317,2012,0
322,2012,0
324,2012,0
334,2012,0
342,2012,0
381,2013,0
383,2014,0
501,2013,0
506,2013,0
508,2013,0
605,2014,0
629,2014,0
633,2014,0
640,2014,0
645,2014,0
650,2014,0
654,2014,0
692,2014,0
728,2014,0
678,2018,1
