BirdID,Cohort,Sex
389,2013,1
396,2013,1
284,2010,1
258,2010,1
298,2010,1
393,2013,1
322,2012,0
656,2014,0
263,2010,0
502,2013,0
490,2007,0
384,2013,0
398,2013,0
647,2014,0
378,2013,0
