BirdID,Transponder,Code 
263,0007B0C62E,263
502,0007B019EF,502
537,0007AC3886,537
611,0007AC403D,611
613,00079D4F7C,613
639,0007ACC9FC,639
720,0007AC9031,720
250,000783A8B7,250
275,0007AC7B4A,275
332,0007AC60AD,332
507,0007AFE2EB,507
520,0007AC8CF6,520
575,0007839C52,575
609,00079D4DD3,609
666,0007ACC304,666
