Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
6612;10-01-2019;08:21:49;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6613;10-01-2019;08:21:50;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6614;10-01-2019;08:21:50;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6615;10-01-2019;08:21:50;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6616;10-01-2019;08:21:50;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6617;10-01-2019;08:21:51;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6618;10-01-2019;08:21:51;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6619;10-01-2019;08:21:51;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6620;10-01-2019;08:21:51;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6621;10-01-2019;08:21:52;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6622;10-01-2019;08:22:11;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6623;10-01-2019;08:22:11;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6624;10-01-2019;08:22:12;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6625;10-01-2019;08:22:12;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6626;10-01-2019;08:22:13;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6627;10-01-2019;08:22:13;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6628;10-01-2019;08:22:14;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6629;10-01-2019;08:22:14;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6630;10-01-2019;08:22:14;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
6631;10-01-2019;08:30:09;10;-;Trovan Unique;0007B0FC21;-;00000000;00000000;-;""
6632;10-01-2019;08:30:09;10;-;Trovan Unique;0007B0FC21;-;00000000;00000000;-;""
