Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
4217;07-01-2019;09:12:03;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4218;07-01-2019;09:12:03;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4219;07-01-2019;09:12:03;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4220;07-01-2019;09:12:04;20;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4221;07-01-2019;09:12:40;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4222;07-01-2019;09:12:40;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4223;07-01-2019;09:12:40;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4224;07-01-2019;09:13:33;30;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4225;07-01-2019;09:13:33;40;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4226;07-01-2019;09:26:54;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4227;07-01-2019;09:26:54;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4228;07-01-2019;09:26:54;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4229;07-01-2019;09:26:55;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4230;07-01-2019;09:26:55;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4231;07-01-2019;09:26:55;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4232;07-01-2019;09:26:57;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4233;07-01-2019;09:26:57;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4234;07-01-2019;09:28:28;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4235;07-01-2019;09:28:29;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4236;07-01-2019;09:28:29;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4237;07-01-2019;09:28:30;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4238;07-01-2019;09:35:48;10;-;Trovan Unique;0007AFE135;-;00000000;00000000;-;""
4239;07-01-2019;09:35:49;10;-;Trovan Unique;0007AFE135;-;00000000;00000000;-;""
4240;07-01-2019;09:52:24;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4241;07-01-2019;09:52:24;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4242;07-01-2019;09:52:25;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4243;07-01-2019;10:01:46;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4244;07-01-2019;10:01:47;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4245;07-01-2019;10:01:50;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4246;07-01-2019;10:11:25;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4247;07-01-2019;10:11:25;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4248;07-01-2019;10:11:26;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4249;07-01-2019;10:11:26;20;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4250;07-01-2019;10:11:27;20;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4251;07-01-2019;10:12:33;30;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4252;07-01-2019;10:12:33;30;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4253;07-01-2019;10:12:34;30;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4254;07-01-2019;10:12:35;40;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4255;07-01-2019;10:13:31;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4256;07-01-2019;10:13:31;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4257;07-01-2019;10:13:32;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4258;07-01-2019;10:13:32;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4259;07-01-2019;10:13:32;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4260;07-01-2019;10:13:32;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4261;07-01-2019;10:13:33;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4262;07-01-2019;10:13:33;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4263;07-01-2019;10:13:33;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4264;07-01-2019;10:13:34;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4265;07-01-2019;10:13:34;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4266;07-01-2019;10:14:12;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4267;07-01-2019;10:14:12;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4268;07-01-2019;10:14:12;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4269;07-01-2019;10:14:13;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4270;07-01-2019;10:14:13;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4271;07-01-2019;10:14:52;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4272;07-01-2019;10:14:52;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4273;07-01-2019;10:14:53;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4274;07-01-2019;10:14:53;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4275;07-01-2019;10:26:27;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4276;07-01-2019;10:26:27;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4277;07-01-2019;10:26:28;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4278;07-01-2019;10:26:28;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4279;07-01-2019;10:26:28;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4280;07-01-2019;10:26:29;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4281;07-01-2019;10:26:29;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4282;07-01-2019;10:36:21;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4283;07-01-2019;10:36:21;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4284;07-01-2019;10:36:22;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4285;07-01-2019;10:36:22;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4286;07-01-2019;10:36:22;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4287;07-01-2019;10:36:23;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4288;07-01-2019;10:36:23;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4289;07-01-2019;10:36:42;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4290;07-01-2019;10:36:47;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4291;07-01-2019;10:36:48;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4292;07-01-2019;10:36:48;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4293;07-01-2019;10:36:48;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4294;07-01-2019;10:36:49;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4295;07-01-2019;10:36:49;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4296;07-01-2019;10:36:49;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4297;07-01-2019;10:36:50;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4298;07-01-2019;10:36:50;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4299;07-01-2019;10:36:50;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4300;07-01-2019;10:36:50;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4301;07-01-2019;10:41:39;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4302;07-01-2019;10:41:39;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4303;07-01-2019;10:41:40;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4304;07-01-2019;10:41:40;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4305;07-01-2019;10:41:41;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4306;07-01-2019;10:41:41;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4307;07-01-2019;10:42:23;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4308;07-01-2019;10:42:23;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4309;07-01-2019;10:42:24;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4310;07-01-2019;10:44:43;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4311;07-01-2019;10:44:43;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4312;07-01-2019;10:44:44;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4313;07-01-2019;10:44:45;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4314;07-01-2019;10:44:45;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4315;07-01-2019;10:46:07;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4316;07-01-2019;10:46:10;10;-;Trovan Unique;0007AFE135;-;00000000;00000000;-;""
4317;07-01-2019;10:46:26;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4318;07-01-2019;10:46:27;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4319;07-01-2019;10:46:27;20;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4320;07-01-2019;10:46:28;10;-;Trovan Unique;000783C25E;-;00000000;00000000;-;""
4321;07-01-2019;10:47:40;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4322;07-01-2019;10:47:40;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4323;07-01-2019;10:47:40;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4324;07-01-2019;10:47:40;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4325;07-01-2019;10:47:41;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4326;07-01-2019;10:47:41;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4327;07-01-2019;10:47:47;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4328;07-01-2019;10:47:47;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4329;07-01-2019;10:47:47;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4330;07-01-2019;10:47:48;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4331;07-01-2019;10:47:48;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4332;07-01-2019;10:47:48;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4333;07-01-2019;10:47:49;20;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4334;07-01-2019;10:47:49;20;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4335;07-01-2019;10:47:50;20;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4336;07-01-2019;10:47:51;20;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4337;07-01-2019;10:47:51;20;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4338;07-01-2019;10:48:01;20;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4339;07-01-2019;10:48:01;20;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4340;07-01-2019;10:48:01;10;-;Trovan Unique;0007AC5F96;-;00000000;00000000;-;""
4341;07-01-2019;10:49:43;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
4342;07-01-2019;10:49:44;10;-;Trovan Unique;000783EF84;-;00000000;00000000;-;""
